"","status","family","pval","qval","genes","num_cells_expressed"
"Ncl","OK","negbinomial.size",6.57418833501648e-05,0.000574194344052825,"Ncl",420
"Epha4","OK","negbinomial.size",0.000285369574619864,0.00214998869480629,"Epha4",85
"Ptma","OK","negbinomial.size",0.00259282971907768,0.0147787599881127,"Ptma",423
"Farsb","OK","negbinomial.size",0.00940577928742586,0.0430270904508578,"Farsb",213
"Serpine2","OK","negbinomial.size",2.93638201532755e-108,2.84874230594701e-105,"Serpine2",140
"Pask","OK","negbinomial.size",2.07722513376507e-05,0.000198019375563454,"Pask",116
"Bok","OK","negbinomial.size",0.0111786654122484,0.0494165188150288,"Bok",106
"Hdac4","OK","negbinomial.size",0.000324465154295331,0.00240573458317032,"Hdac4",248
"Pam","OK","negbinomial.size",1.62750865630179e-12,3.95494011045822e-11,"Pam",363
"Mcm6","OK","negbinomial.size",0.00296834387256799,0.0165137860259495,"Mcm6",295
"Rgs2","OK","negbinomial.size",1.93825630293204e-40,2.9452154810336e-38,"Rgs2",270
"Cfh","OK","negbinomial.size",4.38039313219176e-10,8.18452121232629e-09,"Cfh",67
"Ptpn4","OK","negbinomial.size",5.88594516855529e-09,9.65325623742773e-08,"Ptpn4",210
"Dbi","OK","negbinomial.size",1.71113547376624e-05,0.000165751463864361,"Dbi",385
"Steap3","OK","negbinomial.size",4.80524896874581e-08,6.92614857072254e-07,"Steap3",67
"Nr5a2","OK","negbinomial.size",3.91046746406174e-40,5.87128757818412e-38,"Nr5a2",40
"Cd55","OK","negbinomial.size",0.000190862395238644,0.00151298336187918,"Cd55",35
"Rab29","OK","negbinomial.size",6.38634223341562e-05,0.000559725839109366,"Rab29",37
"Nucks1","OK","negbinomial.size",2.55371231072842e-06,2.85780121232536e-05,"Nucks1",361
"Chit1","OK","negbinomial.size",2.06874236387786e-18,8.30922888319349e-17,"Chit1",16
"Atp2b4","OK","negbinomial.size",0.00134090994844041,0.00836791502708088,"Atp2b4",157
"Mr1","OK","negbinomial.size",6.14495091101408e-09,1.00518963540479e-07,"Mr1",33
"Lamc1","OK","negbinomial.size",0.0102366713155869,0.0460102988710556,"Lamc1",244
"Fam129a","OK","negbinomial.size",3.85581556058583e-11,8.11845506679607e-10,"Fam129a",75
"Adck3","OK","negbinomial.size",4.35118650106963e-05,0.00039254051610508,"Adck3",100
"Cdc42bpa","OK","negbinomial.size",7.51921297902516e-05,0.00065042739431732,"Cdc42bpa",293
"Kif26b","OK","negbinomial.size",1.37447604718648e-11,3.0465539379817e-10,"Kif26b",106
"Tmem63a","OK","negbinomial.size",0.0067674488690584,0.033228728965687,"Tmem63a",16
"Vangl2","OK","negbinomial.size",2.07685814754579e-07,2.76885147535386e-06,"Vangl2",144
"Uck2","OK","negbinomial.size",0.00605662188159907,0.0303119504645744,"Uck2",156
"Tada1","OK","negbinomial.size",0.000883428674990648,0.00580302210884482,"Tada1",175
"Mpzl1","OK","negbinomial.size",0.000263462384379503,0.00200772664156755,"Mpzl1",278
"Atp1b1","OK","negbinomial.size",0.000368853544209486,0.00269367741723801,"Atp1b1",268
"Astn1","OK","negbinomial.size",1.27037461896352e-05,0.000126157202317858,"Astn1",18
"Ralgps2","OK","negbinomial.size",0.00380477754735506,0.0204108270639056,"Ralgps2",249
"Abl2","OK","negbinomial.size",0.00716116943018083,0.0347645124878981,"Abl2",149
"Soat1","OK","negbinomial.size",2.77179317496563e-36,3.67977426554384e-34,"Soat1",406
"Cenpf","OK","negbinomial.size",5.80494038015666e-28,4.75402000483999e-26,"Cenpf",142
"Eprs","OK","negbinomial.size",0.000373487724729418,0.00272594165757374,"Eprs",379
"Nek2","OK","negbinomial.size",0.00326783007584725,0.0179581145606037,"Nek2",27
"Lpgat1","OK","negbinomial.size",0.00149807882342566,0.00919852488853183,"Lpgat1",211
"Ppp2r5a","OK","negbinomial.size",3.69476137496227e-06,4.03099744472527e-05,"Ppp2r5a",198
"Tmem206","OK","negbinomial.size",7.40454167142625e-26,5.27604969265694e-24,"Tmem206",250
"Plxna2","OK","negbinomial.size",0.000298698108254527,0.00223438940765486,"Plxna2",142
"Nmt2","OK","negbinomial.size",7.35256675562101e-07,8.95082740558805e-06,"Nmt2",399
"Suv39h2","OK","negbinomial.size",1.61179480404877e-05,0.000156730578786917,"Suv39h2",52
"Dclre1c","OK","negbinomial.size",9.33440114172206e-06,9.49398929027408e-05,"Dclre1c",69
"Sephs1","OK","negbinomial.size",0.000105204962000765,0.000881624571929332,"Sephs1",219
"Phyh","OK","negbinomial.size",0.000210216202010381,0.00164845505314982,"Phyh",206
"Mcm10","OK","negbinomial.size",1.75116857860469e-16,6.06751047070396e-15,"Mcm10",108
"Optn","OK","negbinomial.size",0.000182506647489794,0.00145314004933162,"Optn",45
"Rgs5","OK","negbinomial.size",9.56842270321828e-85,5.48531577877222e-82,"Rgs5",132
"Nuf2","OK","negbinomial.size",3.11619521184932e-19,1.35056542996026e-17,"Nuf2",72
"Mgst3","OK","negbinomial.size",5.71188751651673e-10,1.05319189120335e-08,"Mgst3",241
"Vamp4","OK","negbinomial.size",0.00500592466438334,0.0257377586087251,"Vamp4",202
"Cenpl","OK","negbinomial.size",5.72856147868811e-07,7.11108438673371e-06,"Cenpl",77
"Dars2","OK","negbinomial.size",0.00979524920200974,0.0444380154445133,"Dars2",95
"Stam","OK","negbinomial.size",0.00800647388574155,0.0379384877909128,"Stam",217
"Vim","OK","negbinomial.size",2.69005109570216e-06,3.00238269194652e-05,"Vim",391
"Plxdc2","OK","negbinomial.size",0.000551895360022856,0.00385623505850873,"Plxdc2",158
"Nr5a1","OK","negbinomial.size",5.38187045970149e-15,1.65956357549524e-13,"Nr5a1",359
"Lypd6b","OK","negbinomial.size",2.04069234907916e-05,0.000194831278626694,"Lypd6b",38
"Itga8","OK","negbinomial.size",1.11584949313509e-10,2.2127505986509e-09,"Itga8",57
"Mastl","OK","negbinomial.size",8.38861544914234e-09,1.34090263681347e-07,"Mastl",71
"Abi2","OK","negbinomial.size",0.00727448877504524,0.0352056225751614,"Abi2",323
"St6galnac6","OK","negbinomial.size",0.000104624953940183,0.000877347020673926,"St6galnac6",125
"Ak1","OK","negbinomial.size",6.36725631151856e-06,6.68641437142982e-05,"Ak1",85
"Kcnj3","OK","negbinomial.size",7.22543125349516e-14,1.97672752644427e-12,"Kcnj3",23
"Gpd2","OK","negbinomial.size",0.0102517345641606,0.0460451838757811,"Gpd2",135
"Olfm1","OK","negbinomial.size",0.000219474081136928,0.00171306682515288,"Olfm1",137
"Zeb2","OK","negbinomial.size",2.96347435350227e-08,4.40227780287052e-07,"Zeb2",195
"Traf1","OK","negbinomial.size",1.50855502660923e-09,2.6572480440776e-08,"Traf1",13
"Gsn","OK","negbinomial.size",4.93900569816361e-07,6.17351237514762e-06,"Gsn",203
"Grb14","OK","negbinomial.size",1.08966741868568e-08,1.70719074341165e-07,"Grb14",80
"Notch1","OK","negbinomial.size",1.60429892122481e-05,0.000156122052426599,"Notch1",44
"Pmpca","OK","negbinomial.size",0.00251816164971886,0.0144097344492986,"Pmpca",267
"Gpsm1","OK","negbinomial.size",0.00707954280694033,0.034500461314193,"Gpsm1",200
"Sapcd2","OK","negbinomial.size",0.000332921773462776,0.00245975946509229,"Sapcd2",21
"Uap1l1","OK","negbinomial.size",0.000434968801029771,0.0031329677433395,"Uap1l1",35
"Arrdc1","OK","negbinomial.size",0.00170139936944719,0.0102965685448502,"Arrdc1",58
"Pax8","OK","negbinomial.size",5.41815511367285e-20,2.49393329538839e-18,"Pax8",70
"Psd4","OK","negbinomial.size",4.1748400125649e-13,1.08117211988642e-11,"Psd4",22
"Pkp4","OK","negbinomial.size",0.00375949366167577,0.0202022727145525,"Pkp4",123
"Nckap1","OK","negbinomial.size",0.00186285996993202,0.011077034389808,"Nckap1",256
"Frzb","OK","negbinomial.size",4.39562591859629e-22,2.34905229175154e-20,"Frzb",26
"Ssfa2","OK","negbinomial.size",0.0111742026195291,0.0494141106022094,"Ssfa2",89
"Itga4","OK","negbinomial.size",7.91655392444203e-08,1.10446435945866e-06,"Itga4",13
"Slc25a12","OK","negbinomial.size",0.00058821359494904,0.00407165195362091,"Slc25a12",120
"Ube2e3","OK","negbinomial.size",7.6314503745126e-07,9.27243276718236e-06,"Ube2e3",382
"Cybrd1","OK","negbinomial.size",0.00151140165452234,0.00926679517104315,"Cybrd1",31
"Zfp385b","OK","negbinomial.size",5.0095936127426e-10,9.27767909602198e-09,"Zfp385b",107
"Ssrp1","OK","negbinomial.size",0.00117821839576405,0.00748976331016945,"Ssrp1",340
"Lrp2","OK","negbinomial.size",0.00124094278355689,0.00781366469606563,"Lrp2",34
"Ube2l6","OK","negbinomial.size",9.75041731536444e-22,5.08149847856927e-20,"Ube2l6",137
"Itgav","OK","negbinomial.size",0.000409418547368159,0.00296587404905642,"Itgav",297
"Sp3","OK","negbinomial.size",0.00215324967797547,0.0125959113815522,"Sp3",357
"Itga6","OK","negbinomial.size",1.66619150500556e-66,6.56687726910314e-64,"Itga6",266
"Kif18a","OK","negbinomial.size",0.000584521578208113,0.00405499787918631,"Kif18a",70
"Slc12a6","OK","negbinomial.size",1.35809675165927e-16,4.75786561997965e-15,"Slc12a6",186
"Ccdc34","OK","negbinomial.size",0.00295496671552103,0.016453880890133,"Ccdc34",293
"Caprin1","OK","negbinomial.size",0.00231239600130171,0.0133902380020281,"Caprin1",386
"Nat10","OK","negbinomial.size",0.00771531747060986,0.0368721424552223,"Nat10",140
"Api5","OK","negbinomial.size",0.0015711938606878,0.00959607601500945,"Api5",289
"Ttc17","OK","negbinomial.size",0.000347431225941074,0.00255201084540992,"Ttc17",117
"Gatm","OK","negbinomial.size",8.39770639517954e-99,7.5651337897146e-96,"Gatm",160
"Sema6d","OK","negbinomial.size",1.2084696116744e-19,5.36662631775968e-18,"Sema6d",208
"Myef2","OK","negbinomial.size",0.000583087281886312,0.00404942139932495,"Myef2",421
"Meis2","OK","negbinomial.size",1.23031423787057e-34,1.41061119709305e-32,"Meis2",236
"Cd82","OK","negbinomial.size",0.000248987214425201,0.00190895243059613,"Cd82",95
"Tspan18","OK","negbinomial.size",0.00143594411919548,0.00886014052411611,"Tspan18",117
"Syt13","OK","negbinomial.size",1.81480720462575e-12,4.38474108519923e-11,"Syt13",16
"Mdk","OK","negbinomial.size",8.29865915985082e-24,5.13052398647247e-22,"Mdk",361
"Snap25","OK","negbinomial.size",7.55888747720169e-06,7.83341732641477e-05,"Snap25",14
"Jag1","OK","negbinomial.size",7.38273667363126e-16,2.45029144546941e-14,"Jag1",120
"Ehd4","OK","negbinomial.size",0.00814870609145493,0.0384623806981398,"Ehd4",84
"Itpka","OK","negbinomial.size",0.00155473043729164,0.00951395452456197,"Itpka",11
"Ubox5","OK","negbinomial.size",0.00637149894754543,0.0315994277335599,"Ubox5",104
"Nusap1","OK","negbinomial.size",8.07362847093452e-17,2.91761038038471e-15,"Nusap1",110
"Rad51","OK","negbinomial.size",1.73864922857647e-09,3.03754424478804e-08,"Rad51",173
"Casc5","OK","negbinomial.size",7.63218350521449e-11,1.54011357388424e-09,"Casc5",90
"Knstrn","OK","negbinomial.size",6.24759859321016e-05,0.0005487097037435,"Knstrn",95
"Ivd","OK","negbinomial.size",0.000868710587289799,0.00571825570297439,"Ivd",249
"Rassf2","OK","negbinomial.size",0.00348243270240651,0.0189309285705898,"Rassf2",41
"Slc23a2","OK","negbinomial.size",0.00146593132209562,0.00902309703966323,"Slc23a2",143
"Pcna","OK","negbinomial.size",0.00407451408437826,0.0215462354851902,"Pcna",304
"Rasgrp1","OK","negbinomial.size",1.47947529974692e-16,5.16873752919894e-15,"Rasgrp1",30
"Mcm8","OK","negbinomial.size",0.00231041390074754,0.0133849058871052,"Mcm8",78
"Bmp2","OK","negbinomial.size",3.10727063158815e-17,1.15261462369381e-15,"Bmp2",125
"Hdc","OK","negbinomial.size",9.81810049813516e-27,7.45939057123378e-25,"Hdc",37
"Usp8","OK","negbinomial.size",0.00764149681345534,0.0365470450554792,"Usp8",236
"Bub1","OK","negbinomial.size",3.52009447513396e-22,1.90538332705534e-20,"Bub1",109
"Bcl2l11","OK","negbinomial.size",0.00267069285149731,0.0151315266141438,"Bcl2l11",108
"Polr1b","OK","negbinomial.size",8.65044501074196e-05,0.000739155911080472,"Polr1b",95
"Tgm3","OK","negbinomial.size",1.95035606435188e-08,2.96003497997665e-07,"Tgm3",27
"Nop56","OK","negbinomial.size",0.00462622628064112,0.024060192103689,"Nop56",362
"Napb","OK","negbinomial.size",5.76193631656987e-05,0.000508534225504403,"Napb",66
"Cst8","OK","negbinomial.size",1.45100844608894e-39,2.10346189908893e-37,"Cst8",124
"Cst12","OK","negbinomial.size",1.49416603179922e-121,1.88444219930518e-118,"Cst12",110
"Cst9","OK","negbinomial.size",7.61028787533097e-09,1.23686792118137e-07,"Cst9",47
"Cst3","OK","negbinomial.size",1.28627448676854e-05,0.000127535328829597,"Cst3",405
"Acss1","OK","negbinomial.size",2.11208486261814e-09,3.64399648253624e-08,"Acss1",42
"Snph","OK","negbinomial.size",0.00121824837945223,0.00769085360604825,"Snph",10
"Tpx2","OK","negbinomial.size",3.23791438679045e-37,4.58837935350575e-35,"Tpx2",129
"Pdrg1","OK","negbinomial.size",0.00531038738075067,0.0271152249579059,"Pdrg1",214
"Kif3b","OK","negbinomial.size",0.00597995220949955,0.0299758176733737,"Kif3b",121
"Mapre1","OK","negbinomial.size",0.00409868326625869,0.0216468146373763,"Mapre1",383
"Necab3","OK","negbinomial.size",1.52844084615046e-06,1.77501804342999e-05,"Necab3",62
"Aurka","OK","negbinomial.size",5.67439501620633e-13,1.44869372357073e-11,"Aurka",86
"Tpd52","OK","negbinomial.size",0.000441946548041264,0.00317778213449055,"Tpd52",191
"Pag1","OK","negbinomial.size",2.92927418150975e-07,3.80473799971173e-06,"Pag1",49
"Zdbf2","OK","negbinomial.size",0.00133945535306691,0.00836297569944551,"Zdbf2",157
"Stx16","OK","negbinomial.size",0.00423521807505525,0.0222932263616848,"Stx16",127
"Fabp5","OK","negbinomial.size",6.1723141187042e-08,8.76635424156502e-07,"Fabp5",172
"Atp9a","OK","negbinomial.size",9.8526235959086e-07,1.17783212124739e-05,"Atp9a",90
"Sall4","OK","negbinomial.size",8.6616448050843e-35,1.01148763223818e-32,"Sall4",46
"Lrrcc1","OK","negbinomial.size",0.000973746846836518,0.00631733293842704,"Lrrcc1",226
"Car3","OK","negbinomial.size",5.70261747635268e-15,1.75418077101854e-13,"Car3",24
"Ntsr1","OK","negbinomial.size",0.000107818829597735,0.000901133915763175,"Ntsr1",12
"Nkain4","OK","negbinomial.size",1.06756203470198e-05,0.000107198187752081,"Nkain4",21
"Chrna4","OK","negbinomial.size",4.39437527180415e-05,0.00039615340191561,"Chrna4",32
"Zbtb46","OK","negbinomial.size",0.00596527725465564,0.0299211761367516,"Zbtb46",148
"Pcmtd2","OK","negbinomial.size",0.0079099744948666,0.0375602581576881,"Pcmtd2",190
"Hps3","OK","negbinomial.size",0.000247301542124309,0.00190065024331005,"Hps3",108
"Nfs1","OK","negbinomial.size",0.00933066089758606,0.0428076737869608,"Nfs1",139
"Epb4.1l1","OK","negbinomial.size",0.00221252874328599,0.0128769785465265,"Epb4.1l1",190
"Dsn1","OK","negbinomial.size",2.30059813371276e-06,2.59759567255016e-05,"Dsn1",93
"Samhd1","OK","negbinomial.size",4.11467845251582e-07,5.21551001438487e-06,"Samhd1",161
"Rbl1","OK","negbinomial.size",0.000163808328384943,0.00131925328070939,"Rbl1",101
"Dhx35","OK","negbinomial.size",0.000277074730419824,0.00209500389691536,"Dhx35",114
"Pik3ca","OK","negbinomial.size",0.00267049805910794,0.0151315266141438,"Pik3ca",249
"Gnb4","OK","negbinomial.size",0.00747749389408271,0.0359672589596381,"Gnb4",163
"Actl6a","OK","negbinomial.size",0.00104482582884649,0.00674032908102913,"Actl6a",267
"Mecom","OK","negbinomial.size",1.24961079006246e-07,1.70779781545641e-06,"Mecom",22
"Pld1","OK","negbinomial.size",1.09801819779985e-19,4.8933588376861e-18,"Pld1",140
"Ect2","OK","negbinomial.size",1.50280079627628e-32,1.60621386802004e-30,"Ect2",113
"Mccc1","OK","negbinomial.size",0.0101333444435887,0.0456271831926243,"Mccc1",169
"Anxa5","OK","negbinomial.size",0.000679712880416709,0.00463130137645355,"Anxa5",329
"Exosc9","OK","negbinomial.size",0.00330314561156204,0.0181442824272737,"Exosc9",187
"Ccna2","OK","negbinomial.size",8.87104606288603e-11,1.7730845157705e-09,"Ccna2",176
"Rab33b","OK","negbinomial.size",0.00614330218216889,0.0306368541699574,"Rab33b",91
"Postn","OK","negbinomial.size",5.84284690160966e-10,1.07576620617666e-08,"Postn",63
"Exosc8","OK","negbinomial.size",0.00943446131388393,0.0430801687511601,"Exosc8",328
"Schip1","OK","negbinomial.size",2.63861370541896e-07,3.45567975625586e-06,"Schip1",230
"Ift80","OK","negbinomial.size",0.000681541038387426,0.00464125031109191,"Ift80",132
"Bche","OK","negbinomial.size",0.00528509407305862,0.0269970054473128,"Bche",30
"Smad9","OK","negbinomial.size",2.24960857341824e-06,2.54686385349648e-05,"Smad9",33
"Dclk1","OK","negbinomial.size",1.48456253124723e-12,3.63559274642525e-11,"Dclk1",132
"Wwtr1","OK","negbinomial.size",0.000303051464130125,0.00226292780675497,"Wwtr1",271
"Etfdh","OK","negbinomial.size",7.43820044817907e-06,7.73376620382806e-05,"Etfdh",237
"Gmps","OK","negbinomial.size",0.00583994326806742,0.0293673702140615,"Gmps",386
"Kcnab1","OK","negbinomial.size",0.00224721081794341,0.0130547318451876,"Kcnab1",79
"Serpini1","OK","negbinomial.size",1.55538183210524e-27,1.23374060795669e-25,"Serpini1",157
"Wnt2b","OK","negbinomial.size",0.000988719825601817,0.00640458882408326,"Wnt2b",70
"Olfml3","OK","negbinomial.size",0.000278777328745796,0.0021053530958934,"Olfml3",86
"Vangl1","OK","negbinomial.size",0.000201553936452099,0.00158577557488077,"Vangl1",34
"Hsd3b1","OK","negbinomial.size",1.86231796218742e-242,2.34875541391078e-238,"Hsd3b1",76
"Hmgcs2","OK","negbinomial.size",3.2492242876321e-140,6.82986945260268e-137,"Hmgcs2",191
"Slc16a4","OK","negbinomial.size",1.27152068381515e-08,1.97736360841883e-07,"Slc16a4",97
"Dram2","OK","negbinomial.size",0.00689478223603829,0.0337434976953492,"Dram2",211
"S100a11","OK","negbinomial.size",0.000264642081916527,0.0020142824001999,"S100a11",397
"Npr1","OK","negbinomial.size",0.0051336828306849,0.0263088207479065,"Npr1",117
"Slc50a1","OK","negbinomial.size",0.000937416712079439,0.00609731798491278,"Slc50a1",209
"Efna1","OK","negbinomial.size",2.10348080860665e-25,1.44967759334137e-23,"Efna1",142
"Fam198b","OK","negbinomial.size",3.31912638746091e-06,3.65596698678227e-05,"Fam198b",184
"Sass6","OK","negbinomial.size",3.82621654138566e-06,4.15286084509087e-05,"Sass6",119
"Extl2","OK","negbinomial.size",0.00263275684947583,0.0149367203713852,"Extl2",104
"Ndst4","OK","negbinomial.size",7.11157627330499e-05,0.000617282862759274,"Ndst4",21
"Ndst3","OK","negbinomial.size",5.72189896326107e-09,9.42096471601157e-08,"Ndst3",10
"Lef1","OK","negbinomial.size",0.00212258180408068,0.0124395918741011,"Lef1",277
"Sfrp2","OK","negbinomial.size",3.86884260639266e-18,1.52958755334872e-16,"Sfrp2",164
"Ctso","OK","negbinomial.size",0.000616115310481675,0.00425311784115757,"Ctso",54
"Pdgfc","OK","negbinomial.size",9.62755418079528e-08,1.32847607580077e-06,"Pdgfc",145
"Pitx2","OK","negbinomial.size",0.000581283932727764,0.00404149004873778,"Pitx2",13
"Enpep","OK","negbinomial.size",0.00344281248010992,0.0187724820575643,"Enpep",18
"Kcnq5","OK","negbinomial.size",0.000567973095926961,0.00395542611034281,"Kcnq5",11
"Dnajb4","OK","negbinomial.size",5.64951612789769e-05,0.000499311124071799,"Dnajb4",217
"Cks1b","OK","negbinomial.size",8.38252788175801e-06,8.58120467895552e-05,"Cks1b",320
"Pmf1","OK","negbinomial.size",0.00832633235479844,0.0390813932484994,"Pmf1",217
"Iqgap3","OK","negbinomial.size",2.21410645928981e-06,2.51343930374106e-05,"Iqgap3",53
"Fmo5","OK","negbinomial.size",0.000335619252131586,0.00247678759969782,"Fmo5",15
"Ecm1","OK","negbinomial.size",2.27020147659834e-60,7.34148231355339e-58,"Ecm1",121
"F3","OK","negbinomial.size",2.65065625094647e-05,0.000247446903308193,"F3",76
"Ptbp2","OK","negbinomial.size",3.89561417717508e-06,4.21729493583966e-05,"Ptbp2",302
"Rorc","OK","negbinomial.size",1.87643567399336e-13,4.96134312796735e-12,"Rorc",35
"Manba","OK","negbinomial.size",0.000413003843245876,0.00298841335112851,"Manba",57
"Cisd2","OK","negbinomial.size",0.00170569435219932,0.0103176101534474,"Cisd2",235
"Depdc1a","OK","negbinomial.size",3.79060737700699e-10,7.11415777363276e-09,"Depdc1a",60
"Cth","OK","negbinomial.size",0.000392871801924794,0.002857496635453,"Cth",90
"Lphn2","OK","negbinomial.size",0.00351921201892548,0.0190966683169707,"Lphn2",295
"Ddah1","OK","negbinomial.size",2.89538242311148e-05,0.000268482993371265,"Ddah1",163
"Ccne2","OK","negbinomial.size",0.000166342492816071,0.00133624937541164,"Ccne2",203
"Gem","OK","negbinomial.size",1.28631902525536e-06,1.50912144618797e-05,"Gem",73
"Calb1","OK","negbinomial.size",3.93387491241153e-34,4.46973246804813e-32,"Calb1",54
